證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
1201,味全,"262,748",355,"5,036,691",19.15,19.20,19.10,19.15,<p> </p>,0.00,19.15,1,19.20,62,21.76
1203,味王,"67,419",164,"2,502,584",37.10,37.40,36.85,37.40,<p style= color:red>+</p>,0.50,37.30,3,37.40,2,14.22
1210,大成,"1,918,781","1,997","88,309,384",46.40,46.55,45.70,45.80,<p style= color:green>-</p>,0.50,45.80,86,46.00,4,19.57
1213,大飲,"2,100",3,"14,762",7.03,7.03,7.03,7.03,<p style= color:green>-</p>,0.07,7.05,3,7.15,5,0.00
1215,卜蜂,"467,313",607,"36,902,106",78.80,79.30,78.80,78.90,<p style= color:green>-</p>,0.10,78.90,12,79.00,2,15.65
1216,統一,"5,706,531","3,907","382,415,860",67.20,67.40,66.80,67.10,<p style= color:green>-</p>,0.20,67.00,126,67.10,282,21.17
1217,愛之味,"945,739",413,"10,340,012",10.95,11.00,10.90,10.95,<p style= color:red>+</p>,0.05,10.90,60,10.95,95,24.33
1218,泰山,"1,624,276","1,001","50,505,235",31.25,31.25,30.95,31.15,<p> </p>,0.00,31.10,12,31.15,20,26.18
1219,福壽,"571,722",342,"11,250,021",19.70,19.75,19.60,19.75,<p style= color:red>+</p>,0.10,19.70,16,19.75,80,17.03
1220,台榮,"255,324",138,"3,968,098",15.55,15.60,15.45,15.45,<p style= color:green>-</p>,0.10,15.45,40,15.50,2,42.92
1225,福懋油,"4,199",16,"240,854",57.50,57.60,57.20,57.20,<p style= color:green>-</p>,0.30,57.20,1,57.40,1,26.98
1227,佳格,"1,030,607",827,"43,309,509",41.50,42.30,41.50,42.25,<p style= color:red>+</p>,0.80,42.25,4,42.30,29,26.24
1229,聯華,"899,584","1,017","46,758,938",51.50,52.40,51.50,52.40,<p style= color:red>+</p>,0.50,52.30,25,52.40,25,20.71
1231,聯華食,"212,539",380,"16,989,335",80.30,80.40,79.60,80.10,<p style= color:red>+</p>,0.10,80.00,9,80.20,2,20.49
1232,大統益,"53,174",187,"7,688,093",144.00,145.00,144.00,144.50,<p style= color:red>+</p>,0.50,144.50,4,145.00,7,17.41
1233,天仁,"11,001",10,"354,732",32.30,32.35,32.05,32.20,<p style= color:green>-</p>,0.10,32.25,1,32.40,3,58.55
1234,黑松,"465,133",234,"15,460,843",33.15,33.30,33.15,33.25,<p style= color:red>+</p>,0.10,33.25,16,33.30,72,14.03
1235,興泰,"9,857",22,"676,916",68.60,69.50,68.50,68.90,<p>X</p>,0.00,68.70,2,69.30,1,51.04
1236,宏亞,"157,186",85,"3,631,784",23.10,23.30,22.85,23.30,<p style= color:red>+</p>,0.10,23.20,2,23.30,13,6.33
1256,鮮活果汁-KY,"10,339",231,"2,932,502",283.00,285.00,282.50,285.00,<p style= color:red>+</p>,1.50,285.00,1,287.00,1,27.86
1301,台塑,"6,939,632","4,840","615,873,041",89.40,89.50,88.10,88.90,<p style= color:green>-</p>,0.40,88.80,25,88.90,103,9.37
1303,南亞,"4,657,350","3,585","350,598,886",75.20,75.80,74.90,75.40,<p> </p>,0.00,75.30,6,75.40,327,11.91
1304,台聚,"2,287,319","1,146","54,800,937",23.90,24.15,23.80,23.90,<p style= color:red>+</p>,0.15,23.90,9,23.95,19,9.64
1305,華夏,"6,710,217","3,672","194,616,371",28.20,29.25,28.20,29.20,<p style= color:red>+</p>,1.05,29.15,8,29.20,68,59.59
1307,三芳,"85,318",49,"1,790,052",21.00,21.05,20.90,20.90,<p style= color:green>-</p>,0.05,20.90,13,20.95,1,17.56
1308,亞聚,"1,901,379","1,062","55,756,823",29.25,29.65,29.10,29.30,<p style= color:red>+</p>,0.10,29.30,62,29.35,1,8.32
1309,台達化,"3,311,603","1,584","76,436,873",22.80,23.45,22.75,23.40,<p style= color:red>+</p>,0.80,23.35,13,23.40,53,10.26
1310,台苯,"1,161,644",559,"16,438,116",13.95,14.40,13.95,14.20,<p style= color:red>+</p>,0.25,14.20,34,14.25,15,0.00
1312,國喬,"2,962,051","1,403","59,590,973",20.10,20.25,20.00,20.10,<p style= color:red>+</p>,0.05,20.05,92,20.15,111,29.56
1312A,國喬特,"3,000",1,"82,950",27.65,27.65,27.65,27.65,<p style= color:red>+</p>,0.05,27.65,1,27.75,1,0.00
1313,聯成,"5,659,560","1,889","85,163,048",14.85,15.20,14.85,15.05,<p style= color:red>+</p>,0.25,15.05,25,15.10,48,0.00
